"Timestamp","Jsem pracovník","Jsem z fakulty / odjinud","Jsem","O dění na UP jsem vnitřními informačními kanály informován(a)","Dění na UP ohledně vzniku Vysokoškolského ústavu (dále VŠÚ)","Informace získávám","Současné dění okolo VŠÚ na UP považuji za záležitost","Se způsobem, jakým se na UP řeší vznik VŠÚ, jsem","Na dění na UP ohledně vzniku VŠÚ","Na dění na UP ohledně etických kauz","K dění na UP ohledně vzniku VŠÚ","K dění na UP v etických kauzách","Svůj názor na dění na UP ohledně vzniku VŠÚ","Svůj názor na dění na UP ohledně etických kauz","Domníváte se, že některé etické kauzy je potřeba vyřešit před vznikem VŠÚ?","Současné etické kauzy na UP I","Současné etické kauzy na UP II","Dění okolo Etické komise UP","Etické podněty ohledně možného falšování dat považuji za","Etické podněty k chování, komunikaci, práci či rozhodování některých zaměstnanců či vedoucích pracovníků považuji za","Roli univerzitního ombudsmana/ky","Postoje a postup vedení UP v řešení vzniku VŠÚ považuji za","Postoje a postup vedení UP v řešení etických kauz považuji za","Způsob řešení problémů na UP ze strany vedení UP považuji za ","Univerzitu Palackého považuji z hlediska mé vědecké, pedagogické či jiné práce","Ad případný vznik VŠÚ na UP","Mám možnost se svobodně rozhodnout, zda ve VŠÚ chci pracovat nebo ne","Pokud bych měl možnost se rozhodnout, pak bych do VŠÚ ","O anketě jsem se dozvěděl(a) ","Anketu jsem uvítal(a)","Rád budu seznámen(a) s výsledky (budou zveřejněny na UP reflexi)","Comment"
"2020/02/22 4:59:06 PM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","PřF","muž","spíše nedostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu;ze sociálních sítí;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ne","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","účelové","bych spíše uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ano","ano",""
"2020/02/22 5:01:45 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše dostatečně","zběžně sleduji","z www stránek UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","z části účelové","bych spíše uvítal(a)","zaujaté","mírně zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nechtěl(a) vstoupit","z UP reflexe","spíše ano","ano",""
"2020/02/22 5:04:17 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PdF","muž","spíše dostatečně","pravidelně sleduji","z www stránek UP;z Newsletteru UP;z vnitřní platformy UP reflexe;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","spíše nespokojen(a)","mám utvořen vlastní názor","názor si neustále tvořím","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","nedovedu posoudit","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","je spíše zbytečná","mírně zaujaté","korektní","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ano","ano",""
"2020/02/22 5:05:57 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","LF","muž","spíše dostatečně","pravidelně sleduji","z www stránek UP;z vnitřní platformy UP reflexe;z dŽurnálu;ze zpravodajských serverů","celé univerzity","spíše spokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ne","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","bych rozhodně uvítal(a)","zaujaté","mírně zaujaté","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","spíše jsem pro vznik VŠÚ","spíše ano","spíše chtěl(a) vstoupit","z UP reflexe","ano","ano",""
"2020/02/22 5:13:22 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše nedostatečně","pravidelně sleduji","z www stránek UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","z části účelové","bych spíše uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","ano","ano",""
"2020/02/22 5:16:58 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","FF","muž","nedostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","je spíše zbytečná","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","ano","ano","Nepovažují současné jednání rektora za transparentní a prosívající UP. "
"2020/02/22 5:20:13 PM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","PřF;bývalý zaměstnanec / bývalá zaměstnankyně UP;bývalý/á student(ka) UP","muž","spíše dostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu;ze zpravodajských serverů","celé univerzity","spokojen(a)","názor si neustále tvořím","názor si neustále tvořím","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","Nevyjádřil","Nevyjádřil","nedovedu posoudit","nepokládám za problém za hranicí obvyklých problémů na instituci podobného typu","pokládám za dobře řešené","považuji za ne vždy korektní","nedovedu posoudit","nedovedu posoudit","bych spíše uvítal(a)","korektní","mírně zaujaté","rozhodně transparentní","za místo bez problémů","spíše jsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ne","ano",""
"2020/02/22 5:20:55 PM GMT+1","Mgr student(ka)","FF","žena","spíše nedostatečně","zběžně sleduji","z dŽurnálu;ze sociálních sítí;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za korektní","nepovažuji za účelové","nepovažuji za účelové","bych rozhodně uvítal(a)","zaujaté","zaujaté","rozhodně netransparentní","nedovedu posoudit","spíše nejsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","od kolegy/ně","ano","ano","Oceňuji Vaši iniciativu, že se snažíte problém pochopit a řešit. "
"2020/02/22 5:21:58 PM GMT+1","PhD student(ka)","PřF","muž","spíše nedostatečně","zběžně sleduji","z jiných médií","celé univerzity","nespokojen(a)","názor si neustále tvořím","názor si neustále tvořím","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","z části účelové","z části účelové","bych rozhodně uvítal(a)","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nejsem rozhodnut(a)","od kolegy/ně","ano","je mi to jedno",""
"2020/02/22 5:22:07 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","FF","muž","spíše nedostatečně","zběžně sleduji","z www stránek UP;z Newsletteru UP;z vnitřní platformy UP reflexe;z dŽurnálu;z jiných médií","nedovedu posoudit","spíše nespokojen(a)","nemám utvořen vlastní názor","názor si neustále tvořím","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","","","spíše ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nedovedu posoudit","nedovedu posoudit","bych spíše uvítal(a)","nedovedu posoudit","zaujaté","spíše netransparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ano","spíše ano",""
"2020/02/22 5:27:14 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","LF","muž","dostatečně","pravidelně sleduji","z www stránek UP;z dŽurnálu;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","spíše ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","nemám vyhraněný názor","nedovedu posoudit","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ano","ano",""
"2020/02/22 5:27:57 PM GMT+1","Mgr student(ka)","PřF","muž","dostatečně","pravidelně sleduji","z www stránek UP;z vnitřní platformy UP reflexe;z dŽurnálu;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","spíše nespokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","nevím, o co jde / nesleduji","nepovažuji za účelové","nepovažuji za účelové","bych spíše uvítal(a)","mírně zaujaté","mírně zaujaté","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","spíše chtěl(a) vstoupit","z UP reflexe","ano","ano",""
"2020/02/22 5:31:58 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","dostatečně","zběžně sleduji","z www stránek mé fakulty;z jiných médií","celé univerzity","spíše nespokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","nedovedu posoudit","pokládám za velký problém","pokládám za nepříliš dobře řešené","nevím, o co jde / nesleduji","nedovedu posoudit","nedovedu posoudit","je spíše zbytečná","nedovedu posoudit","nedovedu posoudit","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe;od kolegy/ně","ano","ano",""
"2020/02/22 5:56:03 PM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","PřF","muž","spíše dostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu;ze serveru Věda a výzkum;z jiných médií","celé univerzity","nespokojen(a)","názor si neustále tvořím","názor si neustále tvořím","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","z části účelové","bych spíše uvítal(a)","zaujaté","zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","z UP reflexe","spíše ano","ano",""
"2020/02/22 6:03:47 PM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","bývalý zaměstnanec / bývalá zaměstnankyně UP","muž","spíše dostatečně","pravidelně sleduji","z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","často vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","je zcela zbytečná","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně nejsem pro vznik VŠÚ","nevím / netýká se mne","nechtěl(a) vstoupit","z UP reflexe","ano","ano","Bordel hnus odpornost, co se na mé Alma Mater děje, jak současné vedení směřuje UP a jak Zbořil a spol. za bílého dne tunelují veřejnou vysokou školu."
